anomaly_id,date,entity,metric,method,expected_value,actual_value,anomaly_score,severity
transport_cost|Isolation Forest|Regional Express Co.|2016-06-15 00:00:00|11334,2016-06-15,Regional Express Co.,transport_cost,Isolation Forest,64.0,255.01,0.705687854924477,High
transport_cost|Isolation Forest|Regional Express Co.|2016-12-09 00:00:00|29362,2016-12-09,Regional Express Co.,transport_cost,Isolation Forest,64.0,254.94,0.705687854924477,High
transport_cost|Isolation Forest|National Freight Partners|2017-11-06 00:00:00|69120,2017-11-06,National Freight Partners,transport_cost,Isolation Forest,64.0,254.93,0.705687854924477,High
transport_cost|Isolation Forest|National Freight Partners|2017-06-06 00:00:00|36292,2017-06-06,National Freight Partners,transport_cost,Isolation Forest,64.0,255.0,0.705687854924477,High
transport_cost|Isolation Forest|National Freight Partners|2017-07-06 00:00:00|19936,2017-07-06,National Freight Partners,transport_cost,Isolation Forest,64.0,254.9,0.705687854924477,High
transport_cost|Isolation Forest|National Freight Partners|2016-07-14 00:00:00|36444,2016-07-14,National Freight Partners,transport_cost,Isolation Forest,64.0,255.22,0.705687854924477,High
transport_cost|Isolation Forest|National Freight Partners|2015-02-01 00:00:00|176725,2015-02-01,National Freight Partners,transport_cost,Isolation Forest,64.0,255.1,0.705687854924477,High
transport_cost|Isolation Forest|National Freight Partners|2015-02-21 00:00:00|113979,2015-02-21,National Freight Partners,transport_cost,Isolation Forest,64.0,255.09,0.705687854924477,High
transport_cost|Isolation Forest|Regional Express Co.|2015-12-21 00:00:00|44435,2015-12-21,Regional Express Co.,transport_cost,Isolation Forest,64.0,254.9,0.705687854924477,High
transport_cost|Isolation Forest|National Freight Partners|2015-11-21 00:00:00|107,2015-11-21,National Freight Partners,transport_cost,Isolation Forest,64.0,255.17,0.705687854924477,High
transport_cost|Isolation Forest|Regional Express Co.|2017-01-30 00:00:00|33061,2017-01-30,Regional Express Co.,transport_cost,Isolation Forest,64.0,254.91,0.705687854924477,High
transport_cost|Isolation Forest|Regional Express Co.|2016-06-22 00:00:00|78979,2016-06-22,Regional Express Co.,transport_cost,Isolation Forest,64.0,254.86,0.705687854924477,High
inventory_change|Isolation Forest|Dubai Distribution Center|2017-10-02 00:00:00|1004,2017-10-02,Dubai Distribution Center,inventory_change,Isolation Forest,-84.0,836.0,0.7054495247928813,High
transport_cost|Isolation Forest|Regional Express Co.|2016-07-23 00:00:00|75558,2016-07-23,Regional Express Co.,transport_cost,Isolation Forest,64.0,253.97,0.7046347027715476,High
transport_cost|Isolation Forest|Regional Express Co.|2015-12-11 00:00:00|117427,2015-12-11,Regional Express Co.,transport_cost,Isolation Forest,64.0,254.69,0.7046347027715476,High
transport_cost|Isolation Forest|Regional Express Co.|2017-07-22 00:00:00|165724,2017-07-22,Regional Express Co.,transport_cost,Isolation Forest,64.0,254.68,0.7046347027715476,High
transport_cost|Isolation Forest|National Freight Partners|2015-10-10 00:00:00|44663,2015-10-10,National Freight Partners,transport_cost,Isolation Forest,64.0,254.11,0.7046347027715476,High
transport_cost|Isolation Forest|Regional Express Co.|2016-12-08 00:00:00|117245,2016-12-08,Regional Express Co.,transport_cost,Isolation Forest,64.0,254.51,0.7046347027715476,High
transport_cost|Isolation Forest|Regional Express Co.|2016-06-24 00:00:00|36450,2016-06-24,Regional Express Co.,transport_cost,Isolation Forest,64.0,254.47,0.7046347027715476,High
transport_cost|Isolation Forest|National Freight Partners|2017-02-26 00:00:00|71545,2017-02-26,National Freight Partners,transport_cost,Isolation Forest,64.0,254.76,0.7046347027715476,High
transport_cost|Isolation Forest|National Freight Partners|2015-12-28 00:00:00|101825,2015-12-28,National Freight Partners,transport_cost,Isolation Forest,64.0,254.53,0.7046347027715476,High
transport_cost|Isolation Forest|National Freight Partners|2016-09-05 00:00:00|17933,2016-09-05,National Freight Partners,transport_cost,Isolation Forest,64.0,254.76,0.7046347027715476,High
transport_cost|Isolation Forest|National Freight Partners|2016-10-04 00:00:00|113141,2016-10-04,National Freight Partners,transport_cost,Isolation Forest,64.0,254.52,0.7046347027715476,High
transport_cost|Isolation Forest|Regional Express Co.|2016-05-13 00:00:00|152623,2016-05-13,Regional Express Co.,transport_cost,Isolation Forest,64.0,254.48,0.7046347027715476,High
transport_cost|Isolation Forest|Regional Express Co.|2017-04-30 00:00:00|117693,2017-04-30,Regional Express Co.,transport_cost,Isolation Forest,64.0,254.54,0.7046347027715476,High
transport_cost|Isolation Forest|Regional Express Co.|2016-11-16 00:00:00|117736,2016-11-16,Regional Express Co.,transport_cost,Isolation Forest,64.0,254.74,0.7046347027715476,High
transport_cost|Isolation Forest|National Freight Partners|2015-07-25 00:00:00|141704,2015-07-25,National Freight Partners,transport_cost,Isolation Forest,64.0,254.73,0.7046347027715476,High
transport_cost|Isolation Forest|Regional Express Co.|2015-09-20 00:00:00|143420,2015-09-20,Regional Express Co.,transport_cost,Isolation Forest,64.0,254.59,0.7046347027715476,High
transport_cost|Isolation Forest|Regional Express Co.|2016-01-03 00:00:00|117476,2016-01-03,Regional Express Co.,transport_cost,Isolation Forest,64.0,254.36,0.7041581178181369,High
transport_cost|Isolation Forest|National Freight Partners|2016-08-05 00:00:00|32110,2016-08-05,National Freight Partners,transport_cost,Isolation Forest,64.0,254.22,0.7041581178181369,High
transport_cost|Isolation Forest|National Freight Partners|2016-06-08 00:00:00|44551,2016-06-08,National Freight Partners,transport_cost,Isolation Forest,64.0,254.27,0.7041581178181369,High
transport_cost|Isolation Forest|National Freight Partners|2017-04-08 00:00:00|71801,2017-04-08,National Freight Partners,transport_cost,Isolation Forest,64.0,252.0,0.7035261776878646,High
transport_cost|Isolation Forest|National Freight Partners|2016-08-11 00:00:00|44755,2016-08-11,National Freight Partners,transport_cost,Isolation Forest,64.0,252.27,0.7035261776878646,High
transport_cost|Isolation Forest|National Freight Partners|2017-09-26 00:00:00|77247,2017-09-26,National Freight Partners,transport_cost,Isolation Forest,64.0,252.53,0.7035261776878646,High
transport_cost|Isolation Forest|National Freight Partners|2015-03-29 00:00:00|16057,2015-03-29,National Freight Partners,transport_cost,Isolation Forest,64.0,252.73,0.7035261776878646,High
transport_cost|Isolation Forest|National Freight Partners|2015-07-23 00:00:00|97424,2015-07-23,National Freight Partners,transport_cost,Isolation Forest,64.0,252.22,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2016-07-25 00:00:00|75522,2016-07-25,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.31,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2017-05-31 00:00:00|16202,2017-05-31,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.45,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2017-03-10 00:00:00|117327,2017-03-10,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.72,0.7035261776878646,High
transport_cost|Isolation Forest|National Freight Partners|2015-12-19 00:00:00|44849,2015-12-19,National Freight Partners,transport_cost,Isolation Forest,64.0,252.59,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2015-09-06 00:00:00|44201,2015-09-06,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.16,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2015-04-22 00:00:00|141729,2015-04-22,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.53,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2015-08-16 00:00:00|29298,2015-08-16,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.1,0.7035261776878646,High
transport_cost|Isolation Forest|National Freight Partners|2017-03-24 00:00:00|138596,2017-03-24,National Freight Partners,transport_cost,Isolation Forest,64.0,252.63,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2015-12-03 00:00:00|133320,2015-12-03,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.05,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2016-07-30 00:00:00|176879,2016-07-30,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.1,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2015-06-09 00:00:00|29343,2015-06-09,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.58,0.7035261776878646,High
transport_cost|Isolation Forest|National Freight Partners|2017-12-16 00:00:00|48045,2017-12-16,National Freight Partners,transport_cost,Isolation Forest,64.0,252.05,0.7035261776878646,High
transport_cost|Isolation Forest|National Freight Partners|2015-07-06 00:00:00|44701,2015-07-06,National Freight Partners,transport_cost,Isolation Forest,64.0,252.29,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2017-03-30 00:00:00|157246,2017-03-30,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.62,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2017-03-04 00:00:00|44343,2017-03-04,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.49,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2015-02-11 00:00:00|11379,2015-02-11,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.06,0.7035261776878646,High
transport_cost|Isolation Forest|National Freight Partners|2017-05-28 00:00:00|137462,2017-05-28,National Freight Partners,transport_cost,Isolation Forest,64.0,252.4,0.7035261776878646,High
transport_cost|Isolation Forest|National Freight Partners|2018-01-07 00:00:00|44361,2018-01-07,National Freight Partners,transport_cost,Isolation Forest,64.0,252.22,0.7035261776878646,High
transport_cost|Isolation Forest|National Freight Partners|2016-06-08 00:00:00|36185,2016-06-08,National Freight Partners,transport_cost,Isolation Forest,64.0,252.46,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2015-02-28 00:00:00|48172,2015-02-28,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.1,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2016-08-14 00:00:00|99445,2016-08-14,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.98,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2016-05-16 00:00:00|152553,2016-05-16,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.31,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2017-03-18 00:00:00|55922,2017-03-18,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.31,0.7035261776878646,High
transport_cost|Isolation Forest|National Freight Partners|2017-06-12 00:00:00|39085,2017-06-12,National Freight Partners,transport_cost,Isolation Forest,64.0,252.31,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2015-12-05 00:00:00|17991,2015-12-05,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.38,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2017-04-09 00:00:00|20008,2017-04-09,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.97,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2017-12-14 00:00:00|39131,2017-12-14,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.96,0.7035261776878646,High
transport_cost|Isolation Forest|Regional Express Co.|2016-07-27 00:00:00|39151,2016-07-27,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.08,0.7035261776878646,High
transport_cost|Isolation Forest|National Freight Partners|2015-06-24 00:00:00|61225,2015-06-24,National Freight Partners,transport_cost,Isolation Forest,64.0,252.15,0.7035261776878646,High
transport_cost|Isolation Forest|National Freight Partners|2017-07-08 00:00:00|104865,2017-07-08,National Freight Partners,transport_cost,Isolation Forest,64.0,251.92,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2017-02-27 00:00:00|48236,2017-02-27,National Freight Partners,transport_cost,Isolation Forest,64.0,253.43,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2016-05-02 00:00:00|39137,2016-05-02,National Freight Partners,transport_cost,Isolation Forest,64.0,252.85,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2017-11-15 00:00:00|157284,2017-11-15,National Freight Partners,transport_cost,Isolation Forest,64.0,253.87,0.7030503424936883,High
transport_cost|Isolation Forest|Regional Express Co.|2016-10-14 00:00:00|117584,2016-10-14,Regional Express Co.,transport_cost,Isolation Forest,64.0,253.12,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2016-11-28 00:00:00|146293,2016-11-28,National Freight Partners,transport_cost,Isolation Forest,64.0,253.54,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2017-02-22 00:00:00|47959,2017-02-22,National Freight Partners,transport_cost,Isolation Forest,64.0,253.77,0.7030503424936883,High
transport_cost|Isolation Forest|Regional Express Co.|2016-10-26 00:00:00|112692,2016-10-26,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.85,0.7030503424936883,High
transport_cost|Isolation Forest|Regional Express Co.|2015-03-28 00:00:00|71541,2015-03-28,Regional Express Co.,transport_cost,Isolation Forest,64.0,253.77,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2016-05-23 00:00:00|11401,2016-05-23,National Freight Partners,transport_cost,Isolation Forest,64.0,253.22,0.7030503424936883,High
transport_cost|Isolation Forest|Regional Express Co.|2017-08-11 00:00:00|16034,2017-08-11,Regional Express Co.,transport_cost,Isolation Forest,64.0,253.46,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2016-07-16 00:00:00|177115,2016-07-16,National Freight Partners,transport_cost,Isolation Forest,64.0,253.3,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2017-03-26 00:00:00|138557,2017-03-26,National Freight Partners,transport_cost,Isolation Forest,64.0,253.14,0.7030503424936883,High
transport_cost|Isolation Forest|Regional Express Co.|2017-06-22 00:00:00|19926,2017-06-22,Regional Express Co.,transport_cost,Isolation Forest,64.0,253.27,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2016-10-04 00:00:00|44440,2016-10-04,National Freight Partners,transport_cost,Isolation Forest,64.0,253.44,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2017-08-17 00:00:00|29095,2017-08-17,National Freight Partners,transport_cost,Isolation Forest,64.0,253.36,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2016-08-22 00:00:00|148006,2016-08-22,National Freight Partners,transport_cost,Isolation Forest,64.0,253.64,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2017-04-30 00:00:00|48122,2017-04-30,National Freight Partners,transport_cost,Isolation Forest,64.0,253.22,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2017-05-30 00:00:00|11318,2017-05-30,National Freight Partners,transport_cost,Isolation Forest,64.0,253.6,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2016-08-15 00:00:00|97445,2016-08-15,National Freight Partners,transport_cost,Isolation Forest,64.0,253.48,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2017-07-19 00:00:00|19954,2017-07-19,National Freight Partners,transport_cost,Isolation Forest,64.0,253.47,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2016-01-26 00:00:00|81201,2016-01-26,National Freight Partners,transport_cost,Isolation Forest,64.0,252.82,0.7030503424936883,High
transport_cost|Isolation Forest|Regional Express Co.|2017-02-12 00:00:00|117774,2017-02-12,Regional Express Co.,transport_cost,Isolation Forest,64.0,253.87,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2016-01-12 00:00:00|39239,2016-01-12,National Freight Partners,transport_cost,Isolation Forest,64.0,253.07,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2016-01-27 00:00:00|132239,2016-01-27,National Freight Partners,transport_cost,Isolation Forest,64.0,251.92,0.7030503424936883,High
transport_cost|Isolation Forest|Regional Express Co.|2016-06-16 00:00:00|172794,2016-06-16,Regional Express Co.,transport_cost,Isolation Forest,64.0,252.92,0.7030503424936883,High
transport_cost|Isolation Forest|Regional Express Co.|2016-04-15 00:00:00|16147,2016-04-15,Regional Express Co.,transport_cost,Isolation Forest,64.0,253.1,0.7030503424936883,High
transport_cost|Isolation Forest|Regional Express Co.|2017-03-24 00:00:00|39168,2017-03-24,Regional Express Co.,transport_cost,Isolation Forest,64.0,253.12,0.7030503424936883,High
transport_cost|Isolation Forest|National Freight Partners|2017-12-15 00:00:00|124970,2017-12-15,National Freight Partners,transport_cost,Isolation Forest,64.0,253.16,0.7030503424936883,High
transport_cost|Isolation Forest|Regional Express Co.|2016-10-28 00:00:00|44840,2016-10-28,Regional Express Co.,transport_cost,Isolation Forest,64.0,253.93,0.7030503424936883,High
transport_cost|Isolation Forest|Regional Express Co.|2017-02-03 00:00:00|56586,2017-02-03,Regional Express Co.,transport_cost,Isolation Forest,64.0,253.39,0.7030503424936883,High
inventory_change|Isolation Forest|Dubai Distribution Center|2016-01-15 00:00:00|378,2016-01-15,Dubai Distribution Center,inventory_change,Isolation Forest,-84.0,833.0,0.7025915447616052,High
inventory_change|Isolation Forest|Dubai Distribution Center|2016-06-23 00:00:00|538,2016-06-23,Dubai Distribution Center,inventory_change,Isolation Forest,-84.0,1326.0,0.7021981621043779,High
transport_cost|Isolation Forest|National Freight Partners|2016-05-18 00:00:00|117579,2016-05-18,National Freight Partners,transport_cost,Isolation Forest,64.0,251.53,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2017-05-04 00:00:00|137879,2017-05-04,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.03,0.7020996373917421,High
transport_cost|Isolation Forest|National Freight Partners|2015-12-13 00:00:00|125112,2015-12-13,National Freight Partners,transport_cost,Isolation Forest,64.0,251.72,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2017-05-28 00:00:00|105597,2017-05-28,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.43,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2015-06-02 00:00:00|69250,2015-06-02,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.42,0.7020996373917421,High
transport_cost|Isolation Forest|National Freight Partners|2017-05-04 00:00:00|150868,2017-05-04,National Freight Partners,transport_cost,Isolation Forest,64.0,251.62,0.7020996373917421,High
transport_cost|Isolation Forest|National Freight Partners|2016-08-11 00:00:00|75281,2016-08-11,National Freight Partners,transport_cost,Isolation Forest,64.0,251.06,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2017-08-23 00:00:00|27394,2017-08-23,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.75,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2015-10-18 00:00:00|16028,2015-10-18,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.08,0.7020996373917421,High
transport_cost|Isolation Forest|National Freight Partners|2015-07-06 00:00:00|39182,2015-07-06,National Freight Partners,transport_cost,Isolation Forest,64.0,251.13,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2015-11-03 00:00:00|29153,2015-11-03,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.29,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2015-04-10 00:00:00|169006,2015-04-10,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.64,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2015-07-10 00:00:00|157434,2015-07-10,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.73,0.7020996373917421,High
transport_cost|Isolation Forest|National Freight Partners|2016-12-12 00:00:00|73372,2016-12-12,National Freight Partners,transport_cost,Isolation Forest,64.0,251.67,0.7020996373917421,High
transport_cost|Isolation Forest|National Freight Partners|2015-01-29 00:00:00|63915,2015-01-29,National Freight Partners,transport_cost,Isolation Forest,64.0,251.6,0.7020996373917421,High
transport_cost|Isolation Forest|National Freight Partners|2015-12-03 00:00:00|133323,2015-12-03,National Freight Partners,transport_cost,Isolation Forest,64.0,251.23,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2015-09-18 00:00:00|44219,2015-09-18,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.32,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2017-07-27 00:00:00|116181,2017-07-27,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.33,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2017-09-19 00:00:00|71509,2017-09-19,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.78,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2016-12-11 00:00:00|177051,2016-12-11,Regional Express Co.,transport_cost,Isolation Forest,64.0,250.88,0.7020996373917421,High
transport_cost|Isolation Forest|National Freight Partners|2015-09-06 00:00:00|103562,2015-09-06,National Freight Partners,transport_cost,Isolation Forest,64.0,251.72,0.7020996373917421,High
transport_cost|Isolation Forest|National Freight Partners|2016-02-29 00:00:00|131577,2016-02-29,National Freight Partners,transport_cost,Isolation Forest,64.0,251.39,0.7020996373917421,High
transport_cost|Isolation Forest|National Freight Partners|2017-10-11 00:00:00|44213,2017-10-11,National Freight Partners,transport_cost,Isolation Forest,64.0,251.68,0.7020996373917421,High
transport_cost|Isolation Forest|National Freight Partners|2015-09-15 00:00:00|157199,2015-09-15,National Freight Partners,transport_cost,Isolation Forest,64.0,250.87,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2017-05-12 00:00:00|50904,2017-05-12,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.06,0.7020996373917421,High
transport_cost|Isolation Forest|National Freight Partners|2017-06-13 00:00:00|117700,2017-06-13,National Freight Partners,transport_cost,Isolation Forest,64.0,250.99,0.7020996373917421,High
transport_cost|Isolation Forest|National Freight Partners|2015-05-14 00:00:00|122384,2015-05-14,National Freight Partners,transport_cost,Isolation Forest,64.0,251.43,0.7020996373917421,High
transport_cost|Isolation Forest|National Freight Partners|2016-12-04 00:00:00|36397,2016-12-04,National Freight Partners,transport_cost,Isolation Forest,64.0,251.64,0.7020996373917421,High
transport_cost|Isolation Forest|National Freight Partners|2015-01-29 00:00:00|114407,2015-01-29,National Freight Partners,transport_cost,Isolation Forest,64.0,250.83,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2017-05-04 00:00:00|18087,2017-05-04,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.1,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2017-04-13 00:00:00|165760,2017-04-13,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.73,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2016-04-25 00:00:00|20116,2016-04-25,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.81,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2017-07-08 00:00:00|165833,2017-07-08,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.71,0.7020996373917421,High
transport_cost|Isolation Forest|National Freight Partners|2017-06-25 00:00:00|136989,2017-06-25,National Freight Partners,transport_cost,Isolation Forest,64.0,250.95,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2016-01-21 00:00:00|132366,2016-01-21,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.28,0.7020996373917421,High
transport_cost|Isolation Forest|Regional Express Co.|2015-02-25 00:00:00|122221,2015-02-25,Regional Express Co.,transport_cost,Isolation Forest,64.0,251.81,0.7020996373917421,High
inventory_change|Isolation Forest|Dubai Distribution Center|2017-04-01 00:00:00|820,2017-04-01,Dubai Distribution Center,inventory_change,Isolation Forest,-84.0,1395.0,0.7018785036816018,High
transport_cost|Isolation Forest|National Freight Partners|2017-10-17 00:00:00|19914,2017-10-17,National Freight Partners,transport_cost,Isolation Forest,64.0,250.65,0.7016247670487687,High
transport_cost|Isolation Forest|National Freight Partners|2015-09-26 00:00:00|176667,2015-09-26,National Freight Partners,transport_cost,Isolation Forest,64.0,250.68,0.7016247670487687,High
transport_cost|Isolation Forest|Regional Express Co.|2015-08-20 00:00:00|44666,2015-08-20,Regional Express Co.,transport_cost,Isolation Forest,64.0,250.64,0.7016247670487687,High
transport_cost|Isolation Forest|National Freight Partners|2017-12-14 00:00:00|97281,2017-12-14,National Freight Partners,transport_cost,Isolation Forest,64.0,250.8,0.7006759896919167,High
transport_cost|Isolation Forest|Regional Express Co.|2015-01-29 00:00:00|44339,2015-01-29,Regional Express Co.,transport_cost,Isolation Forest,64.0,250.8,0.7006759896919167,High
transport_cost|Isolation Forest|National Freight Partners|2016-10-27 00:00:00|16177,2016-10-27,National Freight Partners,transport_cost,Isolation Forest,64.0,250.77,0.7006759896919167,High
transport_cost|Isolation Forest|National Freight Partners|2017-05-04 00:00:00|17966,2017-05-04,National Freight Partners,transport_cost,Isolation Forest,64.0,250.72,0.7006759896919167,High
daily_sales|Isolation Forest|Network|2017-09-29 00:00:00|1002,2017-09-29,Network,daily_sales,Isolation Forest,122569.795,186199.29,0.699896930738027,High
inventory_change|Isolation Forest|Dubai Distribution Center|2016-02-15 00:00:00|409,2016-02-15,Dubai Distribution Center,inventory_change,Isolation Forest,-84.0,1394.0,0.6998266872997747,High
transport_cost|Isolation Forest|National Freight Partners|2016-08-10 00:00:00|124997,2016-08-10,National Freight Partners,transport_cost,Isolation Forest,64.0,250.2,0.6996303171301733,High
transport_cost|Isolation Forest|Regional Express Co.|2015-03-29 00:00:00|62962,2015-03-29,Regional Express Co.,transport_cost,Isolation Forest,64.0,250.51,0.6996303171301733,High
transport_cost|Isolation Forest|Regional Express Co.|2016-05-30 00:00:00|169066,2016-05-30,Regional Express Co.,transport_cost,Isolation Forest,64.0,250.18,0.6996303171301733,High
transport_cost|Isolation Forest|Regional Express Co.|2017-01-15 00:00:00|117504,2017-01-15,Regional Express Co.,transport_cost,Isolation Forest,64.0,250.51,0.6996303171301733,High
transport_cost|Isolation Forest|Regional Express Co.|2015-11-26 00:00:00|29145,2015-11-26,Regional Express Co.,transport_cost,Isolation Forest,64.0,250.13,0.6996303171301733,High
transport_cost|Isolation Forest|Regional Express Co.|2015-07-19 00:00:00|36191,2015-07-19,Regional Express Co.,transport_cost,Isolation Forest,64.0,250.2,0.6996303171301733,High
transport_cost|Isolation Forest|Regional Express Co.|2015-05-12 00:00:00|11317,2015-05-12,Regional Express Co.,transport_cost,Isolation Forest,64.0,250.52,0.6996303171301733,High
transport_cost|Isolation Forest|Regional Express Co.|2015-03-20 00:00:00|113443,2015-03-20,Regional Express Co.,transport_cost,Isolation Forest,64.0,250.17,0.6996303171301733,High
transport_cost|Isolation Forest|National Freight Partners|2017-02-08 00:00:00|56499,2017-02-08,National Freight Partners,transport_cost,Isolation Forest,64.0,250.21,0.6996303171301733,High
transport_cost|Isolation Forest|Regional Express Co.|2018-01-04 00:00:00|16083,2018-01-04,Regional Express Co.,transport_cost,Isolation Forest,64.0,250.16,0.6996303171301733,High
transport_cost|Isolation Forest|National Freight Partners|2015-04-05 00:00:00|36223,2015-04-05,National Freight Partners,transport_cost,Isolation Forest,64.0,250.58,0.6996303171301733,High
transport_cost|Isolation Forest|Regional Express Co.|2016-09-15 00:00:00|147606,2016-09-15,Regional Express Co.,transport_cost,Isolation Forest,64.0,250.55,0.6996303171301733,High
inventory_change|Isolation Forest|Dubai Distribution Center|2018-02-01 00:00:00|1126,2018-02-01,Dubai Distribution Center,inventory_change,Isolation Forest,-84.0,-409.0,0.6995611330717827,High
daily_sales|Isolation Forest|Network|2018-08-26 00:00:00|1333,2018-08-26,Network,daily_sales,Isolation Forest,122569.795,7989.97,0.6995487959454485,High
transport_cost|Isolation Forest|National Freight Partners|2015-04-07 00:00:00|117352,2015-04-07,National Freight Partners,transport_cost,Isolation Forest,64.0,250.46,0.6991571169304347,High
transport_cost|Isolation Forest|National Freight Partners|2017-07-12 00:00:00|54062,2017-07-12,National Freight Partners,transport_cost,Isolation Forest,64.0,250.48,0.6991571169304347,High
